0.354160,0.347204,0.626903,162.616068
0.510123,0.334716,0.565655,164.077075
0.513575,0.334799,0.571053,161.795024
0.505282,0.334464,0.562161,160.161548
0.396110,0.332536,0.557720,158.254905
0.383968,0.329536,0.555890,156.378848
0.379000,0.329529,0.554063,156.082109
0.373391,0.329269,0.553538,155.891974
0.371279,0.330198,0.553273,156.329011
0.368325,0.330633,0.553481,156.664004
0.368541,0.331945,0.553558,157.513996
0.365337,0.331953,0.554120,157.790019
0.366435,0.333200,0.554296,158.772507
0.364957,0.333525,0.554788,159.326022
0.366310,0.334599,0.555020,160.360435
0.365920,0.335063,0.555445,161.097589
0.366562,0.335755,0.555769,162.010051
0.368327,0.336692,0.555977,163.130189
0.369288,0.337332,0.556285,164.100725
0.368757,0.337524,0.556741,164.791559
0.367502,0.337522,0.557251,165.350831
0.358945,0.335584,0.558577,164.602555
0.321015,0.332329,0.558505,157.354361
0.313560,0.330262,0.560248,156.214162
0.390426,0.329075,0.560486,153.402000
0.394540,0.328402,0.559241,153.128000
0.339731,0.334406,0.550781,155.169179
0.330385,0.333480,0.554583,155.503465
0.347125,0.336756,0.552154,156.841692
0.347959,0.337547,0.551262,157.665426
0.337693,0.334747,0.551916,157.438313
0.319609,0.330125,0.555667,156.920655
0.308037,0.327368,0.560221,156.814222
0.392927,0.324601,0.563318,156.395820
0.378892,0.322346,0.564165,155.151874
0.369271,0.320439,0.565413,153.987058
0.358906,0.321733,0.566087,152.223222
0.356103,0.326980,0.571657,152.849237
0.362978,0.334260,0.589254,153.677660
0.380409,0.341325,0.604232,153.779593
0.304432,0.349822,0.617736,153.672377
0.326954,0.357362,0.621549,153.351949
0.344535,0.364198,0.627338,152.621911
0.348126,0.366194,0.623147,152.056044
0.353593,0.367834,0.623675,151.803773
0.354793,0.367965,0.623248,151.752474
0.357620,0.368287,0.624894,151.821389
0.358618,0.368015,0.625663,152.014928
0.360180,0.367912,0.628223,152.256215
0.361142,0.367589,0.629783,152.538188
0.362034,0.367306,0.632385,152.843460
0.363027,0.367073,0.634371,153.144174
0.364620,0.367173,0.636551,153.430754
0.366754,0.367622,0.638206,153.678480
0.369717,0.368552,0.639461,153.873710
0.371729,0.369265,0.640357,154.046072
0.372347,0.369453,0.641378,154.229387
0.371435,0.368915,0.642541,154.458807
0.369932,0.367946,0.644198,154.726883
0.368796,0.366982,0.645878,155.008601
0.368636,0.366448,0.647515,155.282761
0.369168,0.366359,0.648844,155.533282
0.370037,0.366586,0.649934,155.753194
0.370777,0.366878,0.650772,155.944558
0.371356,0.367153,0.651468,156.114369
0.371828,0.367393,0.651973,156.269059
0.372441,0.367698,0.652307,156.409067
0.373180,0.368068,0.652392,156.533233
0.374131,0.368544,0.652256,156.638090
0.375420,0.369177,0.651798,156.716599
0.376771,0.369846,0.651102,156.770524
0.375530,0.369410,0.650880,156.878353
0.370508,0.367057,0.651729,157.099036
0.364218,0.363424,0.653383,157.394107
0.357712,0.359095,0.655323,157.731626
0.351607,0.354604,0.657162,158.115489
0.344946,0.349625,0.658668,158.540021
0.333563,0.341919,0.659461,158.948274
0.307869,0.325489,0.657285,159.128179
0.377357,0.296675,0.624933,155.061476
0.374165,0.282023,0.578358,150.315781
0.334213,0.296876,0.595566,159.133782
0.510789,0.339552,0.636305,161.365833
0.512582,0.331752,0.608485,156.290263
0.392568,0.315373,0.598874,157.839882
0.502739,0.322671,0.594270,159.162278
0.383367,0.307243,0.575854,159.210360
0.378862,0.302288,0.569259,160.134116
0.395860,0.310409,0.578195,161.292715
0.396675,0.306836,0.579063,161.387575
0.395702,0.306183,0.575365,161.402576
0.399473,0.307633,0.580882,162.167668
0.501365,0.307803,0.585791,162.441005
0.500133,0.307105,0.590346,162.871684
0.396816,0.306096,0.594941,163.379491
0.392687,0.304615,0.597475,163.670199
0.387553,0.303277,0.599952,164.146731
0.382502,0.301756,0.601247,164.534111
0.377458,0.300394,0.602155,165.025056
0.372711,0.299119,0.602567,165.560281
0.368456,0.297835,0.602079,166.108749
0.365000,0.296759,0.601111,166.709139
0.362373,0.295782,0.599140,167.312756
0.360232,0.294756,0.594442,167.913295
0.360301,0.294863,0.591058,168.673708
0.362072,0.295868,0.589321,169.459509
0.358837,0.294602,0.570635,169.337890
0.360195,0.294746,0.561296,169.422122
0.359470,0.294712,0.557488,169.726214
0.357418,0.294609,0.556896,170.136926
0.356940,0.294388,0.554117,170.279295
0.355742,0.294764,0.556030,170.564874
0.354715,0.294568,0.554470,170.688107
0.353908,0.294443,0.553404,170.803245
0.353116,0.294322,0.552680,170.898132
0.352903,0.294181,0.551754,170.955824
0.352338,0.294076,0.551269,171.011424
0.351757,0.293971,0.550891,171.061637
0.349893,0.293976,0.551838,171.127219
0.339210,0.294843,0.559253,170.043172
0.342720,0.293531,0.553526,169.872979
0.342500,0.294727,0.562910,169.594786
0.344414,0.295428,0.565616,169.834092
0.347317,0.296469,0.564861,170.679282
0.340633,0.296526,0.567665,170.669772
0.343010,0.297599,0.568832,171.329498
0.339608,0.298034,0.570328,171.654308
0.336325,0.298521,0.571782,171.908947
0.334085,0.299260,0.573564,172.143368
0.331799,0.300216,0.575669,172.235636
0.329433,0.301471,0.578226,172.101961
0.329379,0.303132,0.580811,172.040442
0.328850,0.305050,0.583791,171.820121
0.331125,0.307120,0.586199,171.872389
0.330749,0.309243,0.589275,171.677565
0.324079,0.312204,0.593458,170.738988
0.317754,0.317175,0.597951,169.652232
0.326473,0.315609,0.594439,170.003542
0.349515,0.312385,0.565700,169.500833
0.351879,0.317650,0.580845,170.303909
0.364438,0.319488,0.581134,170.688557
0.366042,0.320976,0.579971,171.118853
