0.435041,0.329838,0.601196,175.661488
0.487914,0.325119,0.540695,175.256381
0.463341,0.315275,0.559412,167.075940
0.467984,0.322042,0.558723,168.640645
0.466058,0.322970,0.560443,168.595617
0.449589,0.318511,0.563455,167.686329
0.459264,0.322680,0.562736,169.404503
0.457329,0.323338,0.563257,170.257828
0.457365,0.324506,0.563915,171.357003
0.460296,0.326380,0.564188,172.805423
0.462321,0.327890,0.564355,174.152281
0.462448,0.328756,0.564748,175.243050
0.466262,0.330381,0.564778,176.577944
0.467273,0.331182,0.564926,177.575612
0.471129,0.332348,0.564586,178.621701
0.473227,0.332958,0.564272,179.404135
0.474683,0.333276,0.563966,180.019799
0.474071,0.333158,0.563975,180.460906
0.419136,0.328460,0.560390,169.531301
0.415570,0.326739,0.566441,168.924450
0.407638,0.324319,0.568880,169.011737
0.391507,0.322627,0.571407,168.271885
0.386536,0.321686,0.574807,168.325285
0.374994,0.322382,0.578861,167.048419
0.368600,0.325522,0.582393,165.663700
0.367573,0.329246,0.587875,164.981255
0.372350,0.336717,0.593088,164.686836
0.380527,0.341724,0.601878,165.746100
0.392912,0.348967,0.613601,166.979874
0.406613,0.355055,0.622729,167.364337
0.419829,0.360338,0.629690,167.030784
0.432833,0.364772,0.630944,165.788561
0.447155,0.369416,0.630164,164.282469
0.452498,0.371770,0.625078,162.702846
0.460968,0.373964,0.623682,161.305678
0.460521,0.374139,0.619152,160.310093
0.460930,0.373577,0.622970,159.735319
0.431921,0.353887,0.614647,157.070009
0.411039,0.310652,0.570847,151.612196
0.441042,0.313246,0.584687,159.916506
0.496609,0.349616,0.608011,158.897582
0.486895,0.332512,0.601966,155.958388
0.452655,0.315874,0.593071,158.113891
0.437849,0.310001,0.589486,159.869859
0.408324,0.296628,0.574811,160.600013
0.401534,0.293521,0.569989,162.695550
0.395561,0.290490,0.565960,164.266504
0.396281,0.290185,0.565045,166.088931
0.409422,0.294688,0.570654,168.163429
0.423080,0.298903,0.578059,169.600028
0.440720,0.306348,0.588701,170.969145
0.452591,0.313313,0.597838,171.827464
0.461011,0.320344,0.603768,172.196389
0.458525,0.320348,0.606569,172.749810
0.428657,0.295104,0.568850,170.350106
0.424387,0.293933,0.566053,171.418060
0.435689,0.298547,0.568882,172.857912
0.446261,0.302031,0.572075,173.934002
0.462651,0.310597,0.582443,174.783264
0.474446,0.315083,0.592016,174.933031
0.479044,0.317657,0.598292,174.900622
0.480629,0.318414,0.600583,174.876780
0.480346,0.319374,0.602326,174.855010
0.478237,0.320203,0.604094,174.775707
0.476327,0.320344,0.604343,174.762964
0.474484,0.320652,0.604217,174.792797
0.470452,0.321339,0.605254,174.723343
0.468185,0.321065,0.604339,174.788324
0.462363,0.321958,0.605633,174.690544
0.454190,0.322690,0.606727,174.658613
0.443690,0.325319,0.608008,174.450111
0.436311,0.329109,0.608840,174.340585
0.433434,0.332961,0.610496,174.476939
0.435477,0.339253,0.613802,174.565107
0.436491,0.343074,0.617036,174.913279
0.437217,0.347088,0.621837,175.123301
0.440049,0.351737,0.626099,174.922907
0.444539,0.357038,0.632840,174.684787
0.450031,0.362258,0.636546,173.679092
0.457762,0.367295,0.639211,172.350133
0.462985,0.370784,0.636754,170.387430
0.471482,0.374063,0.635610,168.393394
0.471862,0.375166,0.629325,166.473182
0.476921,0.376323,0.628316,164.867908
0.474741,0.375951,0.623720,163.651156
0.476720,0.375855,0.624515,162.758853
0.474382,0.374860,0.623050,162.171784
0.474869,0.374190,0.625190,161.776638
0.473174,0.373054,0.625699,161.533110
0.473738,0.372419,0.628180,161.366003
0.474065,0.371999,0.629215,161.219661
0.476372,0.372268,0.631472,161.055783
0.477183,0.372258,0.632881,160.912934
0.478542,0.372389,0.634851,160.781914
0.479099,0.372318,0.635941,160.684412
0.480621,0.372519,0.637624,160.585507
